id,company_id,company,role,category,description,requirements,location,deadline,salary,source,url,status,last_seen
54207299,MG9TdUV5L0g4NDZ4eVRRM0szcG10Zz09,(주)티피씨로보틱스,[인천 서구] 물류 담당자 정규직 채용 (신입/경력 무관),R&D,"물류관리, 물류사무원, 창고관리, SCM",경력무관 / 고졸↑ / 정규직,인천서구,07/31(금),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207299&location=ts,마감,2026-06-18
54149797,Qm45c1kvejJ2R2poN1NMTDgxK1RsUT09,(주)사람인에이치에스,[3식제공/셔틀운행] HD현대그룹 HR팀 인사지원 채용,R&D,"경리, 4대보험, 급여(Payroll), 부가세신고",경력무관 / 학력무관 / 계약직·파견직,경기성남시 분당구,상시,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149797&location=ts,마감,2026-06-18
54145862,RDlaM2F3MnBWTHdxdHEyNUhKRVd2Zz09,(주)레디츠,사무행정직 채용공고,R&D,"사무직, 비품관리, 사무보조, 사무행정",경력무관 / 대졸↑ / 정규직,인천서구,07/11(토),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54145862&location=ts,마감,2026-06-18
54074946,eWIvVTNFQnh4T2ErYTI5U3NweUtjQT09,현대모비스(주),현대모비스 서비스부품BU 물류현장(목공) 계약직 채용(울산),필드엔지니어,"물류관리, 물류현장업무, 기계, 기계설비",경력무관 / 학력무관 / 계약직,울산북구,06/22(월),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54074946&location=ts,마감,2026-06-18
54179845,dmo5ckVoczRGckhEY0pTRmpSR01pUT09,(주)액스비스,[(주) 액스비스] 영업팀 신입 및 경력 모집 (국내/해외),영업,"해외법인, 기술영업, 영업관리, 장비영업",신입·경력 / 대졸↑ / 정규직,대전유성구,07/12(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179845&location=ts,마감,2026-06-18
54185543,eTNvbzlqdFBSRTZENmJ3WHFuZU9DUT09,(주)가온테크닉스,현장 생산 사원 모집,필드엔지니어|생산/제조,"단순생산직, 기계설비",경력무관 / 학력무관 / 정규직,경남김해시,상시,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54185543&location=ts,마감,2026-06-18
54207318,MG9TdUV5L0g4NDZ4eVRRM0szcG10Zz09,(주)티피씨로보틱스,[인천 서구] 생산조립 담당자 정규직 채용 (실린더 생산),생산/제조,"단순생산직, 조립, 생산, 제조",신입 / 고졸↑ / 정규직,인천서구,07/31(금),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207318&location=ts,마감,2026-06-18
53981101,RDlaM2F3MnBWTHdxdHEyNUhKRVd2Zz09,(주)레디츠,일반 사무직 채용공고,R&D,"사무직, 비품관리, 사무보조, 사무행정",경력무관 / 대졸↑ / 정규직,인천서구,06/25(목),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53981101&location=ts,마감,2026-06-18
54204474,eWIvVTNFQnh4T2ErYTI5U3NweUtjQT09,현대모비스(주),현대모비스 마북연구소 쇼룸투어/총무 계약직 채용 (경기 용인),R&D,"사무직, 사무보조, 고객안내, 도슨트",경력무관 / 고졸↑ / 기간제·계약직,경기용인시 기흥구,06/24(수),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54204474&location=ts,마감,2026-06-18
54149851,Qm45c1kvejJ2R2poN1NMTDgxK1RsUT09,(주)사람인에이치에스,[3식제공/셔틀운행] HD현대그룹 회계팀 서무/회계 업무지원 채용,R&D,"경리, 4대보험, 급여(Payroll), 부가세신고",경력무관 / 학력무관 / 계약직·파견직,경기성남시 분당구,상시,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149851&location=ts,마감,2026-06-18
