id,name,revenue,employees,founded,biz_type,industry,homepage,last_updated,url
dXF3YmVWRklvN1hPWTdKcEx0SDQ3UT09,(주)블루로봇,,8명,2022년 1월 11일,중소기업,산업용 로봇 제조업,http://bluerobot.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dXF3YmVWRklvN1hPWTdKcEx0SDQ3UT09
WGZDM2QyZFRGTlNRRCtqQUZkN29QZz09,(주)에임즈인터내셔널코리아,,5명,2006년 7월 13일,중소기업,경영 컨설팅업,http://www.aimskorea.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WGZDM2QyZFRGTlNRRCtqQUZkN29QZz09
NEowcG8yWFhPdGdQbVJRdDlpUDliZz09,(주) 세다,,10명,,중소기업,,http://sedar.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NEowcG8yWFhPdGdQbVJRdDlpUDliZz09
NC9Rc3ppTnRwUjlabEJIZFJrdVlVdz09,(주)로아스,,48명,2020년 3월 3일,중소기업,산업용 로봇 제조업,http://www.roas.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NC9Rc3ppTnRwUjlabEJIZFJrdVlVdz09
ays0dlhWcWl1YjNwUGx4WjVRaFdodz09,(주)테솔로,,,,중소기업,,http://www.TESOLLO.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ays0dlhWcWl1YjNwUGx4WjVRaFdodz09
UUxDMGl4d0t3Uk5uYmNONlFRaldqQT09,우일에프에이(주),,11명,2003년 10월 29일,중소기업,전기용 기계ㆍ장비 및 관련 기자재 도매업,http://www.wooilfa.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UUxDMGl4d0t3Uk5uYmNONlFRaldqQT09
aTc1RVBIZklBZWU4Tzk1VGFWeFFIZz09,(주)클로봇,334억원(2024),134명,2017년 5월 8일,스타트업,응용 소프트웨어 개발 및 공급업,http://www.clobot.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aTc1RVBIZklBZWU4Tzk1VGFWeFFIZz09
TnJaWENEbHl4am9oRDBvaVEzUmp3UT09,론시스,,,,,"레이더, 항행용 무선기기 및 측량기구 제조업",,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TnJaWENEbHl4am9oRDBvaVEzUmp3UT09
SXEvUnZ4YTZZdjZTc1dIczhTb0U0QT09,레드원테크놀러지(주),,18명,2005년 5월 31일,스타트업,산업용 로봇 제조업,http://www.redone-technologies.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SXEvUnZ4YTZZdjZTc1dIczhTb0U0QT09
bmdUaUduZ0RQNDRnaEM1bURNZGJxQT09,장진로보텍,,,,,배전반 및 전기 자동제어반 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bmdUaUduZ0RQNDRnaEM1bURNZGJxQT09
bUN0Z3pUb3dtdGNmSDhZSzZET3lJdz09,제노스(주),,,,,,,2026-06-17,
VFFqSTF6bnZnVm1uYUcrNzN1cGF2QT09,(주)나우로보틱스,,63명,2016년 10월 27일,중소기업,산업용 로봇 제조업,http://www.naurobot.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VFFqSTF6bnZnVm1uYUcrNzN1cGF2QT09
SVRhNkE5SkNGUE1lSk9aZHZyOGZFQT09,(주)피아이이로보틱스,,34명,2010년 7월 21일,중소기업,기타 반도체소자 제조업,http://www.pierobotics.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SVRhNkE5SkNGUE1lSk9aZHZyOGZFQT09
S0lud0haanlBdlBFYXluQ1pBR0FZZz09,(주)오토메스텔스타,,,,,,,2026-06-17,
LzF5czJWb0RqUHd3WmpucE1HZTZsZz09,(주)케이아이씨이엔지,,20명,2015년 5월 4일,중소기업,산업처리공정 제어장비 제조업,http://www.kiceng.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=LzF5czJWb0RqUHd3WmpucE1HZTZsZz09
eWIvVTNFQnh4T2ErYTI5U3NweUtjQT09,현대모비스(주),57.2조원(2024),"12,413명(2026.03.31)",1977.07.01(50년차),,그 외 자동차용 신품 부품 제조업,http://www.mobis.com,2026-06-17,https://www.jobkorea.co.kr/company/1727287
STZvalU1L3ltME9udGFzL281T0hwQT09,에스케이하이닉스(주),,"35,312명",1949년 10월 15일,1000대기업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",http://www.skhynix.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=STZvalU1L3ltME9udGFzL281T0hwQT09
OXVGQUZFdVd5KzdkNXlXT2pPeGNOdz09,(주)준텍,,24명,2023년 9월 7일,24                                        명 출처: 국민연금 사원수 98억 2,그 외 자동차용 신품 부품 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OXVGQUZFdVd5KzdkNXlXT2pPeGNOdz09
SzlPeUx5eWlvMWswemZMdC9JVmVKZz09,네이버(주),7조 193억원(2025.12.31),"4,911명(2025.12.31)",1999.06.02(28년차),,포털 및 기타 인터넷 정보매개 서비스업,http://www.navercorp.com,2026-06-17,https://www.jobkorea.co.kr/company/1402025
S0FwSUtaZ3EyaXJ4ZmoyakxsbXA2QT09,(주)코팩시스템,,,1994년 9월 9일,중소기업,합성수지 및 기타 플라스틱 물질 제조업,http://www.kopak.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FwSUtaZ3EyaXJ4ZmoyakxsbXA2QT09
emQwejhVbjJtazduaUs5cWk2TmUwUT09,유니투스(주),"5,726억 예상","3,020명",2022.11.01(5년차),,자동차·조선·철강·항공,http://www.unitus.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/49045962
YkNiUkord0tiN1BnTTllVzlDellHUT09,(주)쉐어플랫,,5명,2023년 1월 5일,5                                        명 출처: 국민연금 사원수 11억 9,산업용 로봇 제조업,https://shareplat.net/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YkNiUkord0tiN1BnTTllVzlDellHUT09
dU1WVVRnY0s4dGRHNnVwbWM1TGhHQT09,(주)스모트로닉,"3,542억원(2024)",155명,1995년 6월 13일,중견기업,자동차 엔진용 신품 부품 제조업,http://www.smotronic.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dU1WVVRnY0s4dGRHNnVwbWM1TGhHQT09
NUJTZElEOFIySW1IbUxWaCtpTFltQT09,한국뉴매틱(주),80억 4천만원(2023.12.31),30명(2023.12.31),1995.10.25(32년차),,기체 펌프 및 압축기 제조업,http://www.vmeca.com,2026-06-17,https://www.jobkorea.co.kr/company/42233365
ODRmWC9aVWlBbW8wR05LdGNvMFpNZz09,(주)오토와우,,5명,2016년 7월 1일,5                                        명 출처: 국민연금 사원수,전자상거래 소매 중개업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ODRmWC9aVWlBbW8wR05LdGNvMFpNZz09
VndRL3EvN0s3dWR5Snh3NXVBQ2hCZz09,(주)씨에이시스템,,43명,2003년 11월 20일,중소기업,컨베이어장치 제조업,http://www.casystem.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VndRL3EvN0s3dWR5Snh3NXVBQ2hCZz09
cHJsOERpeU1TM3d3S3RidDJKek9FZz09,아이씨뱅큐(주),,83명,1995년 6월 20일,중소기업,전기용 기계ㆍ장비 및 관련 기자재 도매업,http://brand.icbanq.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHJsOERpeU1TM3d3S3RidDJKek9FZz09
K2F4aExwUHJ3K3hmeGlHWWFidHp4Zz09,(주)한성,,114명,1994년 1월 26일,중소기업,그 외 자동차용 신품 부품 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2F4aExwUHJ3K3hmeGlHWWFidHp4Zz09
dnVpNUxFS0ZxdlMxd015YWluZy9MUT09,(주)로보스타,891억원(2024),204명(2025.12.31),1999.02.26(28년차),,산업용 로봇 제조업,http://www.robostar.com,2026-06-17,https://www.jobkorea.co.kr/company/1671551
MnNYV25qd0d0dlY3dzNqTHhWMlJuZz09,(주)피스코코리아,,54명,1999년 4월 29일,중소기업,그 외 기타 기계 및 장비 도매업,http://www.pisco.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MnNYV25qd0d0dlY3dzNqTHhWMlJuZz09
OWRUeHhBbmJ6ZXpDdHdqRTRSYml6QT09,(주)보스반도체,,146명,2022년 5월 13일,146                                        명 출처: 국민연금 사원수,시스템 소프트웨어 개발 및 공급업,http://www.bos-semi.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OWRUeHhBbmJ6ZXpDdHdqRTRSYml6QT09
L3Y5YWRxZFZYMU9zNjViYUtwTGllUT09,(주)화인스텍,,,,,,,2026-06-17,
eWxwR0lxdytoRmd0aE8ycGVCMXpBdz09,(주)바이오닉스,,125명,1998년 10월 21일,중소기업,의료용품 및 기타 의약 관련제품 제조업,http://www.bionicsro.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eWxwR0lxdytoRmd0aE8ycGVCMXpBdz09
OXNpQmpabkY1MU5rN1IxNU1PcStSZz09,(주)카스,1605억,350명,1983.04.19(44년차),,그 외 기타 기계 및 장비 도매업,http://www.cas.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/1393248
ZzhVcW5OOXdGbVlreDg2YndKUzV5QT09,(주)화신,"1조 1,149억원(2025.12.31)","1,023명(2026.03.31)",1974.07.01(53년차),,자동차 엔진용 신품 부품 제조업,http://www.hwashin.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/1434317
dkI0d2ZlZk1SVVNoaUxpMU5GbUVSUT09,(주)프레스토솔루션,,44명,2010년 8월 11일,중소기업,기타 산업용 기계 및 장비 도매업,http://www.prestosolution.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dkI0d2ZlZk1SVVNoaUxpMU5GbUVSUT09
cU5wTlJZQlNlT1ZKZ1dQeGNPOUVFQT09,(주)모빌에이트,,5명,2022년 9월 5일,중소기업,전동기 및 발전기 제조업,http://mobileight.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cU5wTlJZQlNlT1ZKZ1dQeGNPOUVFQT09
U1RmUDhEQ2tTb0dGZXNOSnB5clp4dz09,(주)로보티즈,300억원(2024),161명,1999년 3월 25일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.robotis.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=U1RmUDhEQ2tTb0dGZXNOSnB5clp4dz09
Y2JpMEZBOHp4alg3R2x0QmZHWURHZz09,(주)바심,,39명,2017년 1월 25일,중소기업,기타 반도체소자 제조업,http://www.vasim.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Y2JpMEZBOHp4alg3R2x0QmZHWURHZz09
TWJXZGhNZmpzZHgyalZsY2Z4eU9GQT09,주식회사뉴로랩,,3명,,,기계·설비·자동차,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TWJXZGhNZmpzZHgyalZsY2Z4eU9GQT09
VkJIYUFuNkxQTXB0YWNWTmp0M0xpQT09,(주)라이온로보틱스,,32명,2023년 10월 23일,중소기업,그 외 기타 일반목적용 기계 제조업,https://raionrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VkJIYUFuNkxQTXB0YWNWTmp0M0xpQT09
L2tBeHE4U1NpZFRRK2JlYXo5UC80Zz09,(주)보다로보틱스,,11명,2025년 12월 23일,11                                        명 출처: 국민연금 사원수,기타 반도체소자 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=L2tBeHE4U1NpZFRRK2JlYXo5UC80Zz09
RmhNd0cya0FWbG9UVEFsU0FscjZ0dz09,(주)인텍에프에이,,73명,1999년 7월 12일,스타트업,그 외 기타 전기장비 제조업,http://www.intech-fa.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RmhNd0cya0FWbG9UVEFsU0FscjZ0dz09
RitaRWg5OS8xYWJRdnlFaU9Zc09lQT09,(주)쓰리아이,,44명,2016년 12월 30일,중소기업,응용 소프트웨어 개발 및 공급업,http://www.3i.ai,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RitaRWg5OS8xYWJRdnlFaU9Zc09lQT09
dVZFN1FWSGhkejFlUG13OW9taWl1dz09,(주)이노오토텍,,19명,2013년 5월 23일,19                                        명 출처: 국민연금 사원수 76억 477만원 매출액,유압기기 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dVZFN1FWSGhkejFlUG13OW9taWl1dz09
MEkvZ29aMGo4M3J5T2gxYS9jUVoxdz09,(주)글로벌디펜스,,48명,2020년 3월 17일,중소기업,무기 및 총포탄 제조업,http://www.globaldefense.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MEkvZ29aMGo4M3J5T2gxYS9jUVoxdz09
dExQUi9kRWFxcGJKVXFwejRNSmt6UT09,(주)현우오토메이션,,10명,2012년 2월 15일,10                                        명 출처: 국민연금 사원수 49억 8,전기용 기계ㆍ장비 및 관련 기자재 도매업,http://www.hwia.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dExQUi9kRWFxcGJKVXFwejRNSmt6UT09
S3Fna1hTRmQwcEFWdmlBMUVBOGMzdz09,(주)오픈패스로보틱스,,10명,2024년 7월 3일,10                                        명 출처: 국민연금 사원수,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=S3Fna1hTRmQwcEFWdmlBMUVBOGMzdz09
OW5NTjZHbDFkNTRoZVg5WHoybDVOQT09,(주)로봇밸리,,,,,,,2026-06-17,
UjJXbks1cDZDV0l3VG1IY3A0NEZLZz09,(주)아진엑스텍,252억원(2024),61명,1997년 12월 29일,,메모리용 전자집적회로 제조업,http://www.ajinextek.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UjJXbks1cDZDV0l3VG1IY3A0NEZLZz09
NHFVWnNTQXE0eUNhTGl1d2Q4NzhLQT09,(주)한다랩,,13명,2021년 11월 3일,13                                        명 출처: 국민연금 사원수 3억 1,산업처리공정 제어장비 제조업,http://www.handalab.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NHFVWnNTQXE0eUNhTGl1d2Q4NzhLQT09
bC9lanNOeFJlM3Voc3A4My9Cc1RJZz09,(주)엠아이지테크,,16명,2012년 9월 4일,16                                        명 출처: 국민연금 사원수 131억 9,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bC9lanNOeFJlM3Voc3A4My9Cc1RJZz09
aFZnWUtvbjVpeEZIejVkZ2hpUXJ1QT09,에이치엘로보틱스(주),"4억 5,136만원(2025.12.31)",64명(2026.06.02),2024.09.06(3년차),,산업용 로봇 제조업,https://hroboticsinc.com,2026-06-17,https://www.jobkorea.co.kr/company/49468718
clVkMzB4aTIwSXZUSUllcExDZThpQT09,디와이오토메이션(주),,5명,2024년 8월 13일,5                                        명 출처: 국민연금 사원수,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=clVkMzB4aTIwSXZUSUllcExDZThpQT09
Q3VURGNTNmhscTFUMTVZM0E5YkdaUT09,(주)아이알에스,,,2024년 11월 19일,중소기업,산업용 로봇 제조업,https://ir-solutions.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3VURGNTNmhscTFUMTVZM0E5YkdaUT09
b3MrcEhoaHBTMHQ0N1VKSE9MaU1zQT09,(주)인피닉,,381명,2005년 3월 7일,중소기업,응용 소프트웨어 개발 및 공급업,http://www.infiniq.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=b3MrcEhoaHBTMHQ0N1VKSE9MaU1zQT09
NDVTak4yWWRudjNNOEV3amVyckpiZz09,(주)패리티,,24명,2019년 11월 22일,중소기업,기타 공학 연구개발업,http://paritycryo.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NDVTak4yWWRudjNNOEV3amVyckpiZz09
eWp2eGtjVVc4Q015M0J0bVVhdDJKUT09,멀티웨이로보틱스코리아(주),,11명,2023년 8월 23일,중견기업,그 외 기타 기계 및 장비 도매업,https://www.mw-r.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eWp2eGtjVVc4Q015M0J0bVVhdDJKUT09
VkplNUUwTTNjN1dJQXZYWXBUS1hBQT09,(주)대림로봇,,3명,2022년 1월 4일,3                                        명 출처: 국민연금 사원수,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VkplNUUwTTNjN1dJQXZYWXBUS1hBQT09
TE45ZnlqeWlkNHc0RnZLZWFJY0xFZz09,(주) 형제파트너,,15명,2012년 10월 4일,,,http://www.hjp.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TE45ZnlqeWlkNHc0RnZLZWFJY0xFZz09
dUxFbE52cGVIM3JxOENuNWgxOEk2UT09,(주)한국수송기산업,,10명,1998년 2월 24일,중소기업,기타 물품 취급장비 제조업,http://www.susongki.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dUxFbE52cGVIM3JxOENuNWgxOEk2UT09
RC9XbE5uejNoQlRGQWFzaG1sd3JMZz09,위고로보틱스(주),,29명,,중소기업,,https://wego-robotics.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RC9XbE5uejNoQlRGQWFzaG1sd3JMZz09
M2NSWGk3T1o0RWEvNjFsWUt4U2gxZz09,(주)브릴스,,111명,2015년 2월 6일,중소기업,기기용 자동측정 및 제어장치 제조업,https://www.brils.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=M2NSWGk3T1o0RWEvNjFsWUt4U2gxZz09
VzZ6TDJsRVowd0JUUEllSXBkMmV0UT09,(주)지텍,,,2009년 8월 27일,중소기업,산업용 로봇 제조업,http://www.g-robot.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VzZ6TDJsRVowd0JUUEllSXBkMmV0UT09
VFBNSkFGVXRBc0k2aTB1b3p5OWUyZz09,(주)트위니,,58명,2015년 8월 27일,스타트업,산업용 로봇 제조업,http://twinny.ai,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VFBNSkFGVXRBc0k2aTB1b3p5OWUyZz09
QWN4RExiWmk3Yld5RHM2cEE5aklLZz09,(주)드림,,41명,2002년 1월 4일,중소기업,그 외 기타 전기장비 제조업,http://www.dreamcorp.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWN4RExiWmk3Yld5RHM2cEE5aklLZz09
Q2xxbUJjTnpnTEpsR0s4QjBkY3dkUT09,(주)영현로보틱스,,,2024년 7월 5일,중소기업,산업용 로봇 제조업,http://www.young-hyun.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q2xxbUJjTnpnTEpsR0s4QjBkY3dkUT09
MzBpbS81djBkY244eVlnQmRiUS9vUT09,기득산업(주),,35명,1994년 12월 23일,중소기업,선박 구성 부분품 제조업,http://www.bending4u.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MzBpbS81djBkY244eVlnQmRiUS9vUT09
dmZ6dW9VemZ1RUVOZDhOM3ZyanlBUT09,모션텍,,,,,,,2026-06-17,
a3dmSU5Wc3VZbGZaZTZTS0JnNUVhdz09,(주)에어스,,27명,2020년 7월 13일,중소기업,정형외과용 및 신체보정용 기기 제조업,https://airsurgical.net/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=a3dmSU5Wc3VZbGZaZTZTS0JnNUVhdz09
SDJtK1NKL1ZBTC9aeVg5ODhTdzBMUT09,인아텍앤코포 (주),,46명,,,기계·설비·자동차,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SDJtK1NKL1ZBTC9aeVg5ODhTdzBMUT09
SmZmbkhWdjh6T1cyNUpVZGhFWjJGZz09,(주)로보메카,,3명,2024년 5월 10일,중소기업,그 외 기타 특수목적용 기계 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SmZmbkhWdjh6T1cyNUpVZGhFWjJGZz09
OTVZYml5T0NEV2ZPbTVoRUlpU2hVQT09,(주)위더스이십일,,8명,2001년 10월 12일,8                                        명 출처: 국민연금 사원수 11억 6,응용 소프트웨어 개발 및 공급업,http://www.withus21.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OTVZYml5T0NEV2ZPbTVoRUlpU2hVQT09
QmVTdStDbU8xNkFmRGVXQ2lNU2dMdz09,(주)랩투마켓,,41명,2015년 3월 9일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.lab2m.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QmVTdStDbU8xNkFmRGVXQ2lNU2dMdz09
Q1NoTFZxcDh0bFUxQWdsU1ByNDlUUT09,(주)아이로브,,8명,2020년 12월 10일,8                                        명 출처: 국민연금 사원수 12억 9,응용 소프트웨어 개발 및 공급업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q1NoTFZxcDh0bFUxQWdsU1ByNDlUUT09
eWFhYXVOWTlSU2E4N2JraFJZR2EyQT09,(주)지로보틱스,,,,중소기업,,http://gr-fa.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eWFhYXVOWTlSU2E4N2JraFJZR2EyQT09
c0daSktDWHplbUlVTW9EOEliUnNxZz09,(주)로봇앤드디자인,,183명,1999년 3월 22일,스타트업,산업용 로봇 제조업,http://www.rnd.re.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=c0daSktDWHplbUlVTW9EOEliUnNxZz09
dDlhY2tleXBEaTU4QjMyS3hBbzRUQT09,네오아크로보틱스,,4명,2024년 4월 9일,4                                        명 출처: 국민연금 사원수,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dDlhY2tleXBEaTU4QjMyS3hBbzRUQT09
djc0QW1pUTNWcnlRT2VVZXBTVlJwdz09,(주)뉴로메카,253억원(2024),131명,2013년 2월 14일,스타트업,산업용 로봇 제조업,http://www.neuromeka.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=djc0QW1pUTNWcnlRT2VVZXBTVlJwdz09
dlU3ejBxQ3ZPQ0JwOHp1ZTdTejN6dz09,(주)폴라리스쓰리디,,,2018년 2월 23일,중소기업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",https://www.polaris3d.com/career,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dlU3ejBxQ3ZPQ0JwOHp1ZTdTejN6dz09
eEsxUmJYKytTQ081VksxdHd6elFBQT09,(주)이롭,,20명,2018년 2월 22일,중소기업,그 외 기타 의료용 기기 제조업,https://eropmedical.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eEsxUmJYKytTQ081VksxdHd6elFBQT09
dDlRa0FuQ3VEV3M5OWhwclVTV0RBQT09,(주)메카테크,,9명,,중소기업,,http://www.mechatech.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dDlRa0FuQ3VEV3M5OWhwclVTV0RBQT09
RUtRQmd1YkErY1luOE82T0JKVkFQQT09,(주)유온로보틱스,,20명,2025년 1월 2일,중소기업,산업용 로봇 제조업,http://www.uonrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RUtRQmd1YkErY1luOE82T0JKVkFQQT09
VStOT3crRTBmS1lZRFBHM3Y3Uk1rZz09,(주)코어로보틱스,,69명,2000년 4월 12일,중소기업,산업용 로봇 제조업,http://www.core-robotics.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VStOT3crRTBmS1lZRFBHM3Y3Uk1rZz09
dEI5UTFJcUFyb1ZrdGFIZ1p0R3hJUT09,(주)세정로봇,,22명,2009년 12월 22일,22                                        명 출처: 국민연금 사원수 66억 5,그 외 기타 일반목적용 기계 제조업,http://www.robot-119.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dEI5UTFJcUFyb1ZrdGFIZ1p0R3hJUT09
WlRna3gyNWVRWE9HNTFSZDA4VFYyQT09,(주)라스테크,,33명,2001년 1월 3일,스타트업,응용 소프트웨어 개발 및 공급업,http://www.rastech.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WlRna3gyNWVRWE9HNTFSZDA4VFYyQT09
dzZCY05UTE4vcWY4alo1bWFrSk1OQT09,(주)알지에이아이엔씨,,11명,,,,http://www.rgarobot.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dzZCY05UTE4vcWY4alo1bWFrSk1OQT09
VEIyZzBzUGsvUytxUTVaVW9tUHBRUT09,(주)알파시스템,,,,,,,2026-06-17,
Sk1EdlNzOWVqK0RnYTkxeTNmdHh3dz09,주식회사프로솔루션,,4명,,,전기·전자·제어,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Sk1EdlNzOWVqK0RnYTkxeTNmdHh3dz09
eFVVMEQvNHpQYnhrNFRuWVk4MHNqUT09,주식회사 이노스,,41명,2015년 2월 16일,중소기업,사무용 기계 및 장비 제조업,https://innos-inc.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eFVVMEQvNHpQYnhrNFRuWVk4MHNqUT09
QllXeVVoeEtnYnZaYlM3VHYvbFd1Zz09,(주)로보터블,,13명,2020년 3월 5일,중소기업,산업용 로봇 제조업,http://robotable.me,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QllXeVVoeEtnYnZaYlM3VHYvbFd1Zz09
emRWUktqWVlsOWcwNUpmclNXNERrUT09,㈜다인정공,,275명,1994년 6월 8일,중견기업,공작용 기계 및 장비 도매업,http://www.dine.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/1336618
Z1k4RjNrcWlRbXd6bE9sd2NKYjREdz09,(주)아이피엠로보틱스,,9명,2024년 1월 4일,9                                        명 출처: 국민연금 사원수 66억 7,응용 소프트웨어 개발 및 공급업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z1k4RjNrcWlRbXd6bE9sd2NKYjREdz09
QSs3eDg1TmJrbmpKamVCcVNSVWpxQT09,(주)에프알티로보틱스,,19명,2015년 3월 10일,중소기업,시스템 소프트웨어 개발 및 공급업,http://www.frtrobotics.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QSs3eDg1TmJrbmpKamVCcVNSVWpxQT09
SzR6R3ZzbnBzZllGYlBYMlBRY25nUT09,(주)이지로보틱스,,,2001년 2월 21일,중소기업,시스템 소프트웨어 개발 및 공급업,http://www.ezrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SzR6R3ZzbnBzZllGYlBYMlBRY25nUT09
YlcwWU9wVk05K3pLRjBTdzdCbmlmZz09,(주)에프디테크,,,2022년 3월 7일,중소기업,산업용 로봇 제조업,http://fdtech.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YlcwWU9wVk05K3pLRjBTdzdCbmlmZz09
