id,name,revenue,employees,founded,biz_type,industry,homepage,last_updated,url
VEJOaElxN3pYdnJ2QVY2NnR3Z3BsZz09,창의융합과학(주),,3명,2017년 2월 6일,중소기업,시스템 소프트웨어 개발 및 공급업,http://codingmaker.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VEJOaElxN3pYdnJ2QVY2NnR3Z3BsZz09
dVlvV2d4VDV4UWd5cUN3dVdUL09xdz09,(주)에이유,,41명,2019년 3월 6일,중소기업,"레이더, 항행용 무선기기 및 측량기구 제조업",https://www.au-sensor.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dVlvV2d4VDV4UWd5cUN3dVdUL09xdz09
S0w1MUFjQkxNdDRzVWNLaVl6Vmc2QT09,모빈(주),,19명,2022년 12월 19일,19                                        명 출처: 국민연금 사원수 7억 5,응용 소프트웨어 개발 및 공급업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0w1MUFjQkxNdDRzVWNLaVl6Vmc2QT09
MkZhQlJRNGFLRmlnQkdFWU5taVdrQT09,(주)세움이앤씨,,15명,2019년 1월 10일,15                                        명 출처: 국민연금 사원수 145억 9,산업용 냉장 및 냉동 장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MkZhQlJRNGFLRmlnQkdFWU5taVdrQT09
Q2tidnlmSDVCdlhqVEVVREdrQ0hQUT09,(주)퍼씨엠,,8명,2019년 9월 3일,중소기업,응용 소프트웨어 개발 및 공급업,http://www.4cm.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q2tidnlmSDVCdlhqVEVVREdrQ0hQUT09
VjlYcGRMYU1OdjUzeitNalhBRWpEUT09,엠파이,,,,6억 8,산업처리공정 제어장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VjlYcGRMYU1OdjUzeitNalhBRWpEUT09
cjhxZjBPSldsczlpOUZwOG9Fbkd3dz09,(주)플렉시고,,41명,2017년 6월 1일,중소기업,디스플레이 제조용 기계 제조업,http://www.flexigo.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cjhxZjBPSldsczlpOUZwOG9Fbkd3dz09
bld3L3IxWU1PN0Z1Y1V6WHlSVFVtQT09,발레오모빌리티코리아(주),,228명,2022년 8월 24일,중소기업,그 외 자동차용 신품 부품 제조업,http://www.valeo.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bld3L3IxWU1PN0Z1Y1V6WHlSVFVtQT09
eTdBRFN0dWcyaDRTbEoyQkpnZlBsZz09,(주)파워웰,,11명,1996년 5월 30일,중소기업,동력식 수지공구 제조업,http://www.powwel.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eTdBRFN0dWcyaDRTbEoyQkpnZlBsZz09
Um4zT2g3YXhqZ3BjODBFRkRCMTg5UT09,(주)바이다,123억 3천만,62명,2015.10.26(12년차),,전기·전자·제어,http://www.bydasensor.com,2026-06-17,https://www.jobkorea.co.kr/company/42807980
eDgvSE90amsySFZFcW9vNkVjOVY4UT09,(주)마이크로인피니티,,228명,2001년 3월 24일,스타트업,"레이더, 항행용 무선기기 및 측량기구 제조업",http://www.minfinity.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eDgvSE90amsySFZFcW9vNkVjOVY4UT09
QjdWTnVFelF6cXNKcXhvUFFLOVVJZz09,(주)하이비젼시스템,2728억,330명,2002.05.14(25년차),,반도체·디스플레이·광학,https://www.hyvision.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/45111896
Z09oZTZMbzc0UUR3ZldsTDF4bFZmZz09,센서텍(주),,46명,2001년 7월 12일,중소기업,그 외 기타 전자부품 제조업,http://www.st4u.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z09oZTZMbzc0UUR3ZldsTDF4bFZmZz09
VFJ1ODlYcitNd29yYnprVkFRSzNJdz09,극동시스템,,,,,엔지니어링 서비스업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VFJ1ODlYcitNd29yYnprVkFRSzNJdz09
c0hyNzQ4UUJQd0dLS0ZKMXhDcFpXUT09,㈜에스피시스템스,710억원(2024),87명,1988년 3월 9일,중소기업,산업용 로봇 제조업,http://www.spsystems.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=c0hyNzQ4UUJQd0dLS0ZKMXhDcFpXUT09
OEx4UkswS1BPcWNSQittNXlsdmhsQT09,(주)신강인테크,,7명,2011년 1월 14일,7                                        명 출처: 국민연금 사원수 41억 5,배전반 및 전기 자동제어반 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OEx4UkswS1BPcWNSQittNXlsdmhsQT09
MVFBdmxIS3J3WFNZUWRyZ3FzaUlmQT09,(주)큐빗,,6명,2015년 7월 29일,중소기업,그 외 기타 분류 안된 금속 가공 제품 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MVFBdmxIS3J3WFNZUWRyZ3FzaUlmQT09
YlpweHlwQjRiMEdybUhwYVhnc0IzQT09,(주)더그리트,,68명,2021년 9월 14일,중소기업,그 외 기타 개인 및 가정용품 임대업,http://thegreet.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YlpweHlwQjRiMEdybUhwYVhnc0IzQT09
ZlM4VU0rSlRNTGlUN3BtZ3R1WU13UT09,(주)아이브이티,,9명,2008년 8월 22일,중소기업,도장 및 기타 피막처리업,http://www.ivt4u.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZlM4VU0rSlRNTGlUN3BtZ3R1WU13UT09
MFhESW9Sb3VkS21MSXhkcU80NVdpdz09,(주)케이엔티,,8명,2020년 1월 7일,8                                        명 출처: 국민연금 사원수,"용기 세척, 포장 및 충전기 제조업",,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MFhESW9Sb3VkS21MSXhkcU80NVdpdz09
VlRudVh5TXFvRVRNOHpKeG92UFgvQT09,한국티앤엠(주),,36명,2002년 1월 21일,중소기업,산업처리공정 제어장비 제조업,http://www.ktnm.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VlRudVh5TXFvRVRNOHpKeG92UFgvQT09
ZHNzaUVyVE9JakwxazRwNnVwV3IzQT09,하이콘 주식회사,,421명,2008년 4월 30일,스타트업,그 외 기타 전자부품 제조업,http://www.hi-con.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZHNzaUVyVE9JakwxazRwNnVwV3IzQT09
VloxaC9ONzBoRlBHUWpkMkZiTS93Zz09,(주)자비스,,147명,2016년 9월 20일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.xavis.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VloxaC9ONzBoRlBHUWpkMkZiTS93Zz09
QlNjcUVGKzVUNG5zUFpYNkcrUGpvZz09,엑스와이지,-,50명,2019.05.29(8년차),,컴퓨터·하드웨어·장비,https://xyzcorp.io,2026-06-17,https://www.jobkorea.co.kr/company/45115829
K3BLUHh6eUl4Zi9oSHd1QTBqcit5UT09,(주)이알시스템,,97명,2022년 3월 17일,중소기업,전기용 기계ㆍ장비 및 관련 기자재 도매업,http://www.ersystem.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K3BLUHh6eUl4Zi9oSHd1QTBqcit5UT09
MFZKRDhUY2ZodTd6ZmYxUVdaTkVXdz09,대영전자(주),,134명,2006년 2월 2일,134                                        명 출처: 국민연금 사원수 595억 4,공기 조화장치 제조업,http://www.dy-e.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MFZKRDhUY2ZodTd6ZmYxUVdaTkVXdz09
UkY5Y09McEZSeisyUVpaSkRtcS91Zz09,(주)크로버,,153명,1992년 12월 23일,스타트업,액체 여과기 제조업,http://www.clovercooler.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UkY5Y09McEZSeisyUVpaSkRtcS91Zz09
SUpLOW4xS0tRc1RiMGR2SmhIUjd2UT09,뉴텍코리아(주),,12명,,중소기업,,http://www.k2newteckorea.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SUpLOW4xS0tRc1RiMGR2SmhIUjd2UT09
MkZ6VFkyeEhOR3BlRnNkS3BLazE3UT09,(주)엠시스로보틱스,,6명,2018년 11월 30일,6                                        명 출처: 국민연금 사원수 1억 6,응용 소프트웨어 개발 및 공급업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MkZ6VFkyeEhOR3BlRnNkS3BLazE3UT09
bHBHMXI3c201NEZpR3dsdWhkbTNmQT09,(주)레이언스,"1,256억원(2024)",225명(2025.12.31),2011.05.02(16년차),,방사선 장치 제조업,http://www.rayence.com,2026-06-17,https://www.jobkorea.co.kr/company/1414527
ajJTY2dtcDFmOGVyTk1BZ29pbkVZQT09,다성(주),,82명,,,,http://www.dasuong.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ajJTY2dtcDFmOGVyTk1BZ29pbkVZQT09
RFM5UVJVZHlVZjQweWZNTWhGd3hSUT09,아이티앤에스,,,,2억 7,반도체 제조용 기계 제조업,http://www.itnstech.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RFM5UVJVZHlVZjQweWZNTWhGd3hSUT09
YW1FeDlOVVNVSThpb3RLZExNMlRGQT09,에이스콘트롤(주),,14명,2002년 10월 21일,중소기업,배전반 및 전기 자동제어반 제조업,http://www.acecontrol.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YW1FeDlOVVNVSThpb3RLZExNMlRGQT09
blVQQnNaZ3NnUHJLeE04aWxUcXZSZz09,(주)가온씨엔에스,,23명,2018년 3월 26일,중소기업,반도체 제조용 기계 제조업,https://www.gaoncns.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=blVQQnNaZ3NnUHJLeE04aWxUcXZSZz09
VUZWYUNHa2tXNnpoWlhxZnFueWs5QT09,(주)제이티아이,,15명,2013년 12월 2일,중소기업,반도체 제조용 기계 제조업,http://www.jtinstrument.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VUZWYUNHa2tXNnpoWlhxZnFueWs5QT09
QTFraUJPSWl2ZWZUTWtGVWlKV0dFQT09,신진정밀(주),,79명,2001년 1월 16일,스타트업,유압기기 제조업,http://www.sjpsu.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QTFraUJPSWl2ZWZUTWtGVWlKV0dFQT09
TCtLS2Z0VEVRWXMzV21sYTFMSzVUUT09,(주)더이노코리아,,,,,,,2026-06-17,
Q1oyTjVRN0hxRkVtU1RCUk04alNjQT09,(주)제이이엔지,,91명,2007년 5월 9일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.j-eng.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q1oyTjVRN0hxRkVtU1RCUk04alNjQT09
cUhGdW5rWVJvUFRCaDZaN2NIVDQzdz09,(주)에스엠티,,18명,2020년 9월 4일,중소기업,그 외 기타 특수목적용 기계 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cUhGdW5rWVJvUFRCaDZaN2NIVDQzdz09
V0ZjUkZ2WnVKZ3N5cmJUdWdxU3JkUT09,(주)제이티에스씨,,17명,2015년 2월 9일,17                                        명 출처: 국민연금 사원수 44억 4,주형 및 금형 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=V0ZjUkZ2WnVKZ3N5cmJUdWdxU3JkUT09
SG9VVXZqQ080QXdubVZvMVd4cjgrQT09,형성산업(주),,67명,1993년 3월 16일,중소기업,그 외 기타 분류 안된 금속 가공 제품 제조업,http://www.hyungsung.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SG9VVXZqQ080QXdubVZvMVd4cjgrQT09
Qm9CMEtVS3RybU96dVZEQTJucUpaQT09,세방리튬배터리(주),,420명,2015년 9월 25일,중견기업,축전지 제조업,http://www.slbattery.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Qm9CMEtVS3RybU96dVZEQTJucUpaQT09
SytLWFY1d2R3RFhKRG1PRGNkMTVsQT09,(주)제이앤티지,,121명,2011년 1월 11일,중소기업,그 외 기타 전자부품 제조업,http://www.thejntg.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SytLWFY1d2R3RFhKRG1PRGNkMTVsQT09
